0	1	2	3	4	5	6
ANSI	S3.21-2004 (Reaffirmed 2009)	4-167	American National Standard Methods for Manual Pure-Tone Threshold Audiometry	2013-08-06	Dental/ENT	
ANSI IEEE	C63.19-2011	4-216	American National Standard Methods of Measurement of Compatibility between Wireless Communication Devices and Hearing Aids	2015-01-27	Dental/ENT	
ANSI ASA	S3.46-2013 (Reaffirmed 2018)	4-211	American National Standard Methods of Measurement of Real-Ear Performance Characteristics of Hearing Aids	2014-07-09	Dental/ENT	
ANSI	S3.37-1987 (Reaffirmed 2017)	4-171	American National Standard Preferred Earhook Nozzle Thread for Postauricular Hearing Aids	2019-01-14	Dental/ENT	
ANSI	S3.4-2007 (Reaffirmed 2017)	4-162	American National Standard Procedure for the Computation of Loudness of Steady Sounds	2019-01-14	Dental/ENT	
ANSI	S3.45-2009 (Reaffirmed 2014)	4-185	American National Standard Procedures for Testing Basic Vestibular Function	2015-01-27	Dental/ENT	
ANSI ASA	S3.36-2012 (Reaffirmed 2018)	4-217	American National Standard Specification for a Manikin for Simulated in-situ Airborne Acoustic Measurements	2019-01-14	Dental/ENT	
ANSI	S3.6-2010 (Revision of ANSI S3.6-2004)	4-203	American National Standard Specification for Audiometers	2013-08-06	Dental/ENT	
ANSI ASA	S3.22-2014	4-220	American National Standard Specification of Hearing Aid Characteristics	2015-08-14	Dental/ENT	
ANSI	S3.39:1987 (Reaffirmed 2012)	4-90	American National Standard Specifications for Instruments to Measure Aural Acoustic Impedance and Admittance (Aural Acoustic Immittance)	2013-08-06	Dental/ENT	
ANSI ASA	S3.42-2012/Part 2/ IEC 60118-15:2012 (R2017)	4-204	American National Standard Testing Hearing Aids - Part 2: Methods for characterizing signal processing in hearing aids with a speech-like signal (a nationally adopted international standard)	2013-08-06	Dental/ENT	
ANSI ADA	Standard No. 99-2001 (R2013)	4-254	Athletic Mouth Protectors and Materials	2019-01-14	Dental/ENT	
ADA	Technical Report No. 146-2018	4-270	CAD/CAM Abutments in Dentistry	2020-12-21	Dental/ENT	
ANSI AAMI	CI86:2017	4-239	Cochlear implant systems: Requirements for safety functional verification labeling and reliability reporting	2017-08-21	Dental/ENT	
ANSI ADA	Standard No. 139-2012	4-234	Dental Base Polymers	2017-08-21	Dental/ENT	
ANSI ADA	Standard No. 88-2019	4-264	Dental Brazing Alloys	2020-12-21	Dental/ENT	
ANSI ADA	Standard No. 88 - 2000 (R2012)	4-92	Dental Brazing Alloys	2014-07-09	Dental/ENT	
ANSI ADA	Standard No. 131-2015	4-255	Dental CAD/CAM Machinable Zirconia Blanks	2019-01-14	Dental/ENT	
ANSI ADA	Standard No. 34-2013	4-271	Dental Cartridge Syringes	2020-12-21	Dental/ENT	
ISO	7491 Second edition 2000-09-01	4-241	Dental materials - Determination of colour stability	2018-06-07	Dental/ENT	
ANSI ADA	Standard No. 78-2006	4-194	Dental obturating cones (Modified adoption of ISO 6877-1:1995 Dental obturating points)	2016-04-04	Dental/ENT	
ANSI ADA	Standard No. 96-2012	4-215	Dental Water-based Cements	2017-08-21	Dental/ENT	
ISO	9917-1 Second edition 2007-10-01	4-153	Dentistry - Water-based cements - Part 1: Powder/liquid acid-base cements	2014-01-30	Dental/ENT	
ISO	29022 First edition 2013-06-01	4-219	Dentistry - Adhesive - Notched-edge sheer bond strength test	2015-01-27	Dental/ENT	
ISO	22112 First edition 2005-11-01	4-151	Dentistry - Artificial teeth for dental prostheses	2014-01-30	Dental/ENT	
ISO	20795-1 Second edition 2013-03-01	4-232	Dentistry - Base polymers - Part 1: Denture base polymers	2017-08-21	Dental/ENT	
ISO	20795-2 Second edition 2013-03-01	4-233	Dentistry - Base polymers - Part 2: Orthodontic base polymers	2017-08-21	Dental/ENT	
ISO	27020 First edition 2010-12-15	4-218	Dentistry - Brackets and tubes for use in orthodontics	2015-01-27	Dental/ENT	
ISO	6872 Fourth edition 2015-06-01 [including AMENDMENT 1 2018-04]	4-251	Dentistry - Ceramic materials	2019-01-14	Dental/ENT	
ISO	9693 Third edition 2019-10	4-263	Dentistry - Compatibility testing for metal-ceramic and ceramic-ceramic systems	2020-07-06	Dental/ENT	
ANSI ADA	10271 First edition 2001-06	4-243	Dentistry - Corrosion test methods for metallic materials	2018-09-17	Dental/ENT	
ISO	10271 Third edition 2020-08	4-265	Dentistry - Corrosion test methods for metallic materials	2020-12-21	Dental/ENT	
ISO	10271 Second edition 2011-08-01	4-245	Dentistry - Corrosion test methods for metallic materials	2018-09-17	Dental/ENT	
ISO	3964 Third edition 11-2016	4-269	Dentistry - Coupling dimensions for handpiece connectors [Including AMENDMENT 1 (2018)]	2020-12-21	Dental/ENT	
ISO	24234 Second edition 2015-05-01	4-224	Dentistry - Dental Amalgam	2016-04-04	Dental/ENT	
ISO	7494-2 Second edition 2015-04-01	4-221	Dentistry - Dental units - Part 2: Air water suction and waste water systems	2016-04-04	Dental/ENT	
ISO	21606 First edition 2007-06	4-267	Dentistry - Elastomeric auxiliaries for use in orthodontics	2020-12-21	Dental/ENT	
ISO	4823 Fourth edition 2015-08-01	4-225	Dentistry - Elastometric impression materials	2016-04-04	Dental/ENT	
ISO	7405 Third edition 2018-10 Corrected version 2018-12	4-261	Dentistry - Evaluation of biocompatibility of medical devices used in dentistry	2019-12-23	Dental/ENT	
ISO	17730 First edition 2014-11-01	4-257	Dentistry - Fluoride varnishes	2019-01-14	Dental/ENT	
ISO	14457 First edition 2012-09-15	4-206	Dentistry - Handpieces and motors	2013-08-06	Dental/ENT	
ISO	9168 Third edition 2009-07-15	4-180	Dentistry - Hose connectors for air driven dental handpieces	2014-01-30	Dental/ENT	
ISO	21563 First edition 2013-08-15	4-240	Dentistry - Hydrocolloid impression materials	2018-06-07	Dental/ENT	
ISO	14801 Third edition 2016-11-01	4-259	Dentistry - Implants - Dynamic loading test for endosseous dental implants	2019-07-15	Dental/ENT	
ISO	14801 Second edition 2007-11-15	4-195	Dentistry - Implants-Dynamic fatigue test for endosseous dental implants	2014-01-30	Dental/ENT	
ISO	28319 Second edition 2018-04	4-247	Dentistry - Laser welding and filler materials	2018-09-17	Dental/ENT	
ISO	22803 First edition 2004-09-01	4-145	Dentistry - Membrane materials for guided tissue regeneration in oral and maxillofacial surgery - Contents of a technical file	2008-09-09	Dental/ENT	
ISO	22674 Second edition 2016-01-15	4-227	Dentistry - Metallic materials for fixed and removable restorations and appliances	2016-06-27	Dental/ENT	
ISO	19023 First edition 2018-02	4-266	Dentistry - Orthodontic anchor screws	2020-12-21	Dental/ENT	
ISO	10477 Third edition 2018-06	4-248	Dentistry - Polymer-based crown and veneering materials	2019-01-14	Dental/ENT	
ISO	6874 Third edition 2015-09-01	4-222	Dentistry - Polymer-based pit and fissure sealants	2016-04-04	Dental/ENT	
ISO	4049 Fourth edition 2009-10-01	4-181	Dentistry - Polymer-based restorative materials	2014-01-30	Dental/ENT	
ISO	10650 Second edition 2018-08	4-252	Dentistry - Powered polymerization activators	2019-01-14	Dental/ENT	
ISO	20127 First edition 2005-03-15	4-238	Dentistry - Powered toothbrushes - General requirements and test methods	2017-08-21	Dental/ENT	
ISO	20749 First edition 2017-03	4-246	Dentistry - Pre-capsulated dental amalgam	2018-09-17	Dental/ENT	
ISO	6877 Second edition 2006-04-01	4-137	Dentistry - Root-canal obturating points	2014-01-30	Dental/ENT	
ISO	10139-1 Third edition 2018-03	4-242	Dentistry - Soft lining materials for removable dentures - Part 1: Materials for short-term use	2018-09-17	Dental/ENT	
ISO	10139-2 Third edition 2016-06-15	4-258	Dentistry - Soft lining materials for removable dentures - Part 2: Materials for long-term use	2019-07-15	Dental/ENT	
ISO	7494-1 Third edition 2018-06	4-250	Dentistry - Stationary dental units and dental patient chairs - Part 1: General requirements	2019-01-14	Dental/ENT	
ISO	8325 Second edition 2004-09-15	4-244	Dentistry - Test methods for rotary instruments	2018-09-17	Dental/ENT	
ISO	/TS 11405 Third edition 2015-02-01	4-231	Dentistry - Testing of adhesion to tooth structure	2017-08-21	Dental/ENT	
ISO	9917-2 Second edition 2010-04-15	4-188	Dentistry - Water-based cements - Part 2: Resin-modified cements	2014-01-30	Dental/ENT	
ISO	15841 Second edition 2014-08	4-268	Dentistry - Wires for use in orthodontics [Including AMENDMENT 1 (2020)]	2020-12-21	Dental/ENT	
ISO	3107 Fourth edition 2011-03-01	4-198	Dentistry - Zinc oxide/eugenol and zinc oxide/non-eugenol cements	2014-01-30	Dental/ENT	
ISO	9693-1 First edition 2012-02-15	4-201	Dentistry -- Compatibility testing - Part 1: Metal-ceramic systems	2014-01-30	Dental/ENT	
ISO	6876 Third edition 2012-06-01	4-199	Dentistry -- Root canal sealing materials	2014-01-30	Dental/ENT	
ANSI ADA	Standard No. 17-1983 (R2014)	4-130	Denture Base Temporary Relining Resins	2015-08-14	Dental/ENT	
ANSI ADA	Standard No. 19-2018	4-249	Elastometric Impression Materials	2019-01-14	Dental/ENT	
ANSI ADA	Standard No. 57-2000 (R2012)	4-97	Endodontic Sealing Material	2014-07-09	Dental/ENT	
ANSI ADA	Standard No. 119-2015	4-236	Manual Toothbrushes	2017-08-21	Dental/ENT	
IEC	80601-2-60 Edition 2.0 2019-06	4-262	Medical electrical equipment - Part 2-60: Particular requirements for the basic safety and essential performance of dental equipment	2019-12-23	Dental/ENT	
ANSI ADA	Standard No. 38-2000 (R2015)	4-86	Metal-Ceramic Dental Restorative Systems	2016-06-27	Dental/ENT	
ANSI ADA	Standard No. 39-2006 (R2011)	4-149	Pit and Fissure Sealants	2014-07-09	Dental/ENT	
ANSI ADA	Standard No. 53-2008 (R2013)	4-89	Polymer-Based Crown and Bridge Materials	2018-06-07	Dental/ENT	
ANSI ADA	Standard No. 27-2016	4-253	Polymer-based Restorative Materials	2019-01-14	Dental/ENT	
ANSI ADA	Standard No. 75-1997 (R2014)	4-105	Resilient Lining Materials for Removable Dentures Part 1: Short-Term Materials	2015-08-14	Dental/ENT	
ANSI ADA	Standard No. 63-2013	4-272	Root Canal Barbed Broaches and Rasps	2020-12-21	Dental/ENT	
ANSI ADA	Standard No. 58-2010 (R2015)	4-202	Root Canal Files Type H (Hedstrom)	2016-06-27	Dental/ENT	
ANSI ADA	Standard No. 132-2015	4-256	Scanning Accuracy of Dental Chairside and Laboratory CAD/CAM Systems	2019-01-14	Dental/ENT	
ASTM	F2504-05 (Reapproved 2014)	4-136	Standard Practice for Describing System Output of Implantable Middle Ear Hearing Devices	2015-01-27	Dental/ENT	
ANSI ADA	Standard No. 48-2004 (R2015)	4-139	Visible Light Curing Units	2016-06-27	Dental/ENT	
IEC	60812 Edition 3.0 2018-08	5-120	Analysis techniques for system reliability - Procedure for failure mode and effects analysis (FMEA)	2019-01-14	General I (QS/RM)	
ASME	V&V 40-2018	5-122	Assessing Credibility of Computational Modeling Through Verification and Validation: Application to Medical Devices	2019-01-14	General I (QS/RM)	
ISO	7010 Third edition 2019-07	5-130	Graphical symbols - Safety colours and safety signs - Registered safety signs	2020-07-06	General I (QS/RM)	
IEC	/TR 60878 Ed. 3.0 b:2015	5-104	Graphical symbols for electrical equipment in medical practice	2016-06-15	General I (QS/RM)	
IEC	60417:2002 DB	5-102	Graphical symbols for use on equipment	2016-06-15	General I (QS/RM)	
ISO	7000 Sixth edition 2019-07	5-124	Graphical symbols for use on equipment - Registered symbols	2019-12-23	General I (QS/RM)	
AAMI	TIR66: 2017/(R)2020	5-118	Guidance for the creation of physiologic data and waveform databases to demonstrate reasonable assurance of the safety and effectiveness of alarm system algorithms	2018-09-17	General I (QS/RM)	
ANSI AAMI	HE75:2009/(R)2018	5-57	Human factors engineering - Design of medical devices	2016-06-27	General I (QS/RM)	
ISO	10012 First edition 2003-01-15	5-47	Measurement management systems - Requirements for measurement processes and measuring equipment	2014-01-30	General I (QS/RM)	
ISO	14971 Third Edtion 2019-12	5-125	Medical devices - Application of risk management to medical devices	2019-12-23	General I (QS/RM)	
ISO	14971 Second edition 2007-03-01	5-40	Medical devices - Application of risk management to medical devices	2016-06-27	General I (QS/RM)	
ISO	18250-3 First edition 2018-06	5-119	Medical devices - Connectors for reservoir delivery systems for healthcare applications - Part 3: Enteral application	2018-09-17	General I (QS/RM)	
IEC	62366-1 Edition 1.1 2020-06 CONSOLIDATED VERSION	5-129	Medical devices - Part 1: Application of usability engineering to medical devices	2020-07-06	General I (QS/RM)	
IEC	62366-1 Edition 1.0 2015-02	5-114	Medical devices - Part 1: Application of usability engineering to medical devices [Including CORRIGENDUM 1 (2016)]	2016-12-23	General I (QS/RM)	
ISO	15223-1 Third Edition 2016-11-01	5-117	Medical devices - Symbols to be used with medical device labels labelling and information to be supplied - Part 1: General requirements	2017-08-21	General I (QS/RM)	
IEC	60601-1-6 Edition 3.2 2020-07 CONSOLIDATED VERSION	5-132	Medical electrical equipment - Part 1-6: General requirements for basic safety and essential performance - Collateral standard: Usability	2020-12-21	General I (QS/RM)	
IEC	60601-1-6 Edition 3.1 2013-10	5-89	Medical electrical equipment - Part 1-6: General requirements for basic safety and essential performance - Collateral standard: Usability	2016-06-27	General I (QS/RM)	
IEC	60601-1-8 Edition 2.2 2020-07 CONSOLIDATED VERSION	5-131	Medical electrical equipment - Part 1-8: General requirements for basic safety and essential performance - Collateral Standard: General requirements tests and guidance for alarm systems in medical electrical equipment and medical electrical systems	2020-12-21	General I (QS/RM)	
IEC	60601-1-8 Edition 2.1 2012-11	5-76	Medical electrical equipment - Part 1-8: General requirements for basic safety and essential performance - Collateral Standard: General requirements tests and guidance for alarm systems in medical electrical equipment and medical electrical systems	2013-08-06	General I (QS/RM)	
ISTA	3B 2017	5-127	Packaged-Products for Less-Than-Truckload (LTL) Shipment	2020-07-06	General I (QS/RM)	
ISTA	3B 2012	5-111	Packaged-Products for Less-Than-Truckload (LTL) Shipment	2016-09-21	General I (QS/RM)	
ISTA	3A 2018	5-126	Packaged-Products for Parcel Delivery System Shipment 70 kg (150 lb) or Less	2020-07-06	General I (QS/RM)	
ISTA	3A 2008	5-110	Packaged-Products for Parcel Delivery System Shipment 70 kg (150 lb) or Less	2016-09-21	General I (QS/RM)	
ANSI ASQ	Z1.4-2003 (R2018)	5-62	Sampling Procedures and Tables for Inspection by Attributes	2015-01-27	General I (QS/RM)	
ANSI	Z1.9-2003 (R2018)	5-48	Sampling Procedures and Tables for Inspection by Variables for Percent Nonconforming	2015-01-27	General I (QS/RM)	
ISO	2859-1 Second edition 1999-11-15	5-88	Sampling procedures for inspection by attributes - Part 1: Sampling schemes indexed by acceptance quality limit (AQL) for lot-by-lot inspection [Including: Technical Corrigendum 1 (2001) Amendment 1 (2011)]	2014-07-09	General I (QS/RM)	
